# omega(eV)     n     kappa     alpha(1/m)
1.63663664     3.66537648     0.35354699     5864661.31934942
1.65165165     3.69873171     0.36680403     6140391.76641318
1.66666667     3.73235944     0.38800787     6554397.99552936
1.68168168     3.76266368     0.42244489     7200412.57187407
1.69669670     3.77898033     0.46970423     8077411.64218577
1.71171171     3.77230012     0.51979246     9017873.10839004
1.72672673     3.74225541     0.55596576     9730052.42271812
1.74174174     3.70372726     0.56366902     9950649.95430797
1.75675676     3.67861659     0.54646854     9730167.72460705
1.77177177     3.67589051     0.52179423     9370236.97015303
1.78678679     3.68918644     0.50403626     9128050.57124955
1.80180180     3.70661306     0.49531924     9045565.89591611
1.81681682     3.72402488     0.48842615     8994014.28780900
1.83183183     3.74638508     0.48017641     8915176.55236468
1.84684685     3.77746837     0.47450871     8882160.09197499
1.86186186     3.81653174     0.47669709     8995669.31762734
1.87687688     3.86016477     0.49077185     9335959.37377939
1.89189189     3.90302250     0.51946414     9960827.35252621
1.90690691     3.93731081     0.56292741     10879912.85762534
1.92192192     3.95412141     0.61585095     11996508.98558220
1.93693694     3.94857990     0.66537491     13062473.74297079
1.95195195     3.92795057     0.69632197     13775987.78312948
1.96696697     3.90889869     0.70438673     14042736.85842453
1.98198198     3.90427076     0.69677693     13997065.40528602
1.99699700     3.92038579     0.68530934     13870994.13761594
2.01201201     3.95457875     0.68413705     13951381.25816967
2.02702703     3.99442684     0.70018300     14385157.62879553
2.04204204     4.02955970     0.72762617     15059706.67901769
2.05705706     4.06155965     0.75860351     15816293.35257895
2.07207207     4.09484818     0.79493793     16694814.63441895
2.08708709     4.12631809     0.83971784     17763047.47453282
2.10210210     4.15389245     0.89020045     18966410.17550554
2.11711712     4.18016732     0.94699553     20320591.18729372
2.13213213     4.20248694     1.01522579     21939174.37406791
2.14714715     4.21306752     1.09427507     23813971.98665562
2.16216216     4.20821491     1.17887201     25834403.82599010
2.17717718     4.18555185     1.26507970     27916128.30506794
2.19219219     4.14269223     1.34515956     29887937.92378961
2.20720721     4.08415281     1.40979941     31538712.09688265
2.22222222     4.01887531     1.45488444     32768722.40872560
2.23723724     3.95565519     1.48165750     33597223.61545580
2.25225225     3.90004891     1.49520291     34131917.57852305
2.26726727     3.85373820     1.49984593     34466159.46099661
2.28228228     3.82005670     1.49867710     34667374.62667768
2.29729730     3.80231990     1.50099845     34949500.35772032
2.31231231     3.79344192     1.51941737     35609600.62268196
2.32732733     3.77570389     1.55699755     36727293.28894448
2.34234234     3.73379183     1.59893765     37959931.65235085
2.35735736     3.67291311     1.62291892     38776246.87644889
2.37237237     3.61259415     1.62333271     39033178.96067096
2.38738739     3.56393027     1.60863022     38924464.33628025
2.40240240     3.53065355     1.58689122     38639939.37203912
2.41741742     3.51294962     1.56725829     38400400.10173239
2.43243243     3.50511000     1.55629482     38368620.22851560
2.44744745     3.50094691     1.55458439     38563034.69083842
2.46246246     3.49895699     1.56166505     38976338.17434428
2.47747748     3.49528414     1.58264148     39740724.94427507
2.49249249     3.47631414     1.61701344     40849901.45457752
2.50750751     3.43248105     1.64873084     41902074.91208745
2.52252252     3.37270261     1.65987532     42437915.66027539
2.53753754     3.31327336     1.64721218     42364837.51171336
2.55255255     3.26491622     1.61518312     41786883.79087641
2.56756757     3.23683936     1.57107836     40884929.52911877
2.58258258     3.23266398     1.52933533     40031371.05330480
2.59759760     3.24430506     1.50188623     39541435.92244495
2.61261261     3.26150296     1.49211206     39511178.49781457
2.62762763     3.27403617     1.49971489     39940734.66786733
2.64264264     3.27211090     1.51665138     40622601.17876075
2.65765766     3.25618383     1.52942633     41197524.84112395
2.67267267     3.23697973     1.53219520     41505284.43289670
2.68768769     3.22212444     1.53070199     41697783.87034858
2.70270270     3.20961625     1.53139109     41949608.88127071
2.71771772     3.19436571     1.53476299     42275542.37835915
2.73273273     3.17325734     1.53652236     42557839.15946632
2.74774775     3.14897780     1.53123669     42644469.14556974
2.76276276     3.12701865     1.51822251     42513077.67209827
2.77777778     3.11183263     1.49991733     42228761.75184058
2.79279279     3.10556470     1.48240934     41961439.99821667
2.80780781     3.10355534     1.47134859     41872267.46112107
2.82282282     3.09929944     1.46507293     41916632.76986519
2.83783784     3.09182027     1.45866470     41955275.03288957
2.85285285     3.08321933     1.44964848     41916556.89429778
2.86786787     3.07617498     1.43702820     41770334.62136300
2.88288288     3.07451246     1.42210635     41553020.63599372
2.89789790     3.07984086     1.41025214     41421266.48711009
2.91291291     3.08773199     1.40647162     41524269.23508536
2.92792793     3.09110216     1.40938482     41824763.78399437
2.94294294     3.08844809     1.41241721     42129700.17306922
2.95795796     3.08395233     1.41327925     42370491.93932990
2.97297297     3.07904730     1.41415725     42612026.81583023
2.98798799     3.07170277     1.41621076     42889428.88159089
3.00300300     3.05909891     1.41687337     43125121.40879703
3.01801802     3.04250245     1.41092091     43158667.00077627
3.03303303     3.02771081     1.39575100     42907045.64664438
3.04804805     3.02136115     1.37451525     42463412.96740019
3.06306306     3.02496081     1.35488255     42063084.26750167
3.07807808     3.03354097     1.34226666     41875688.35859311
3.09309309     3.04037388     1.33608813     41886263.72225463
3.10810811     3.04237089     1.33056463     41915593.30320169
3.12312312     3.04351916     1.32040240     41796405.71855302
3.13813814     3.05019352     1.30773241     41594362.31481153
3.15315315     3.06227275     1.29867533     41503926.02408095
3.16816817     3.07579604     1.29494566     41581800.90490076
3.18318318     3.08889396     1.29586230     41808444.87766742
3.19819820     3.10043085     1.30222875     42212024.20574466
3.21321321     3.10564351     1.31497470     42825305.05101812
3.22822823     3.09793523     1.32789163     43448059.92197613
3.24324324     3.07992839     1.32862461     43674238.31785115
3.25825826     3.06568416     1.31284355     43355280.97516738
3.27327327     3.06501891     1.29104122     42831757.79607771
3.28828829     3.07366626     1.27327336     42436060.92264279
3.30330330     3.08603273     1.26020670     42192354.44093941
3.31831832     3.09983814     1.25153127     42092360.08507749
3.33333333     3.11271630     1.24575186     42087566.35322835
3.34834835     3.12509148     1.24099232     42115625.20900126
3.36336336     3.13685850     1.23742375     42182834.79292075
3.37837838     3.14750406     1.23337828     42232628.37501698
3.39339339     3.15882691     1.22776211     42227168.50687881
3.40840841     3.17296872     1.22098821     42180004.68298765
3.42342342     3.19192569     1.21676710     42219355.75042691
3.43843844     3.21076593     1.21989956     42513695.20399788
3.45345345     3.22214794     1.22578027     42905183.06792474
3.46846847     3.22850070     1.22563520     43086627.44084345
3.48348348     3.23801938     1.21894484     43036934.89554639
3.49849850     3.25320308     1.21110298     42944375.25078221
3.51351351     3.27267902     1.20438908     42889596.83605604
3.52852853     3.29652277     1.20101378     42952174.00252160
3.54354354     3.32059797     1.20438631     43256074.88439366
3.55855856     3.33859891     1.21037043     43655196.57237275
3.57357357     3.35317031     1.21131030     43873437.33534563
3.58858859     3.37116950     1.20772202     43927266.92348509
3.60360360     3.39370524     1.20377423     43966872.91427850
3.61861862     3.41990461     1.20084896     44042780.11282124
3.63363363     3.44932976     1.20062737     44217369.48359884
3.64864865     3.47857525     1.20409317     44528253.62285662
3.66366366     3.50485203     1.20629242     44793161.94808579
3.67867868     3.53393805     1.20169314     44805256.10511604
3.69369369     3.57433061     1.19441336     44715599.17798224
3.70870871     3.62622560     1.19349235     44862749.64170232
3.72372372     3.68407627     1.20316354     45409386.90392536
3.73873874     3.74288735     1.22310038     46347972.85764283
3.75375375     3.79998928     1.24985189     47551898.04611886
3.76876877     3.85869671     1.28048908     48912391.42167413
3.78378378     3.92286214     1.32047324     50640669.95529266
3.79879880     3.98639131     1.37716589     53024438.10359165
3.81381381     4.03890147     1.44855685     55993621.30407690
3.82882883     4.07609052     1.52599337     59219143.92954321
3.84384384     4.10060171     1.60212016     62417209.16322940
3.85885886     4.11789841     1.67422727     65481230.44613647
3.87387387     4.13199365     1.74451685     68495835.86208913
3.88888889     4.14165385     1.81583389     71572333.65986472
3.90390390     4.14429866     1.88596104     74623456.47236575
3.91891892     4.14254929     1.95109310     77497518.45972303
3.93393393     4.14084044     2.01275135     80252896.08556552
3.94894895     4.13900211     2.07411694     83015327.01348020
3.96396396     4.13607040     2.13545864     85795475.84000488
3.97897898     4.13205824     2.19752183     88623391.80796692
3.99399399     4.12551140     2.26089893     91523386.29629046
4.00900901     4.11470668     2.32441542     94448335.01798305
4.02402402     4.09896466     2.38476277     97263361.04041655
4.03903904     4.08200259     2.43743955     99782740.91034767
4.05405405     4.07218323     2.48334949     102040106.46140699
4.06906907     4.07398176     2.53087875     104378229.51067039
4.08408408     4.08408845     2.58794558     107125617.75630355
4.09909910     4.09709985     2.65643567     110364969.26110949
4.11411411     4.11282415     2.73664688     114113919.25538589
4.12912913     4.13061771     2.83643308     118706508.54612567
4.14414414     4.13837235     2.96371878     124484526.11446628
4.15915916     4.12000937     3.11388156     131265668.76364313
4.17417417     4.06760935     3.27628890     138610548.66148591
4.18918919     3.97403782     3.44164685     146130141.62662593
4.20420420     3.83292143     3.59098432     153017406.37871155
4.21921922     3.65447163     3.69972410     158214015.94644859
4.23423423     3.46457728     3.75618947     161200318.51175013
4.24924925     3.28881942     3.76924492     162334224.11654967
4.26426426     3.13646963     3.76087662     162546162.82682967
4.27927928     2.99561994     3.74585986     162467194.93124926
4.29429429     2.85367829     3.71481614     161686087.59321800
4.30930931     2.72348115     3.65226816     159519525.73079914
4.32432432     2.62933937     3.56792410     156378625.40293106
4.33933934     2.57564834     3.48868032     153436369.62104675
4.35435435     2.54765723     3.43301884     151510761.21546656
4.36936937     2.52643187     3.40644130     150856210.76881659
4.38438438     2.49306928     3.40473697     151298880.43300253
4.39939940     2.43263229     3.41143164     152115542.16709667
4.41441441     2.34660746     3.40055093     152147881.73560914
4.42942943     2.25818945     3.35719508     150718960.42693195
4.44444444     2.18918100     3.29110653     148252814.51636612
4.45945946     2.14443709     3.21745531     145424731.15996569
4.47447447     2.12358160     3.14683357     142711619.65523532
4.48948949     2.12217143     3.09055091     140629484.91439903
4.50450450     2.12856113     3.05523582     139487499.13792700
4.51951952     2.13123178     3.03850024     139185843.65520379
4.53453453     2.12362084     3.03503135     139488826.54206514
4.54954955     2.09947462     3.03880891     140124900.22030649
4.56456457     2.05411315     3.03753612     140528474.22386253
4.57957958     1.99391793     3.01403117     139899729.77006212
4.59459460     1.93957562     2.96025808     137854293.99449527
4.60960961     1.91117344     2.88704469     134884230.51626009
4.62462463     1.91443664     2.81435348     131916359.46870930
4.63963964     1.94186424     2.75816468     129702386.92143832
4.65465465     1.98138195     2.72517610     128565831.05994275
4.66966967     2.02231628     2.71643141     128566679.71248963
4.68468468     2.05416734     2.72918713     129585737.58260567
4.69969970     2.06960423     2.75452551     131208035.17412394
4.71471472     2.07007214     2.78284835     132980660.27543262
4.72972973     2.06044946     2.81232262     134817103.04192594
4.74474475     2.03931674     2.84536081     136833906.00878438
4.75975976     1.99942575     2.87839266     138860459.31292236
4.77477478     1.93829783     2.89799289     140247049.30169985
4.78978979     1.86734868     2.89081735     140339728.47801426
4.80480480     1.80493175     2.85698345     139131990.82008758
4.81981982     1.76226996     2.80846763     137196727.27943742
4.83483483     1.73924030     2.75846914     135174041.10509968
4.84984985     1.72955195     2.71378055     133397147.77995747
4.86486487     1.72811927     2.67524076     131909835.80974543
4.87987988     1.73311876     2.64253846     130699514.23426515
4.89489490     1.74379474     2.61679484     129824474.02348554
4.90990991     1.75828329     2.59990235     129382067.29681742
4.92492493     1.77359541     2.59282785     129424597.53642808
4.93993994     1.78713268     2.59548533     129952240.92122376
4.95495495     1.79630557     2.60845373     130998514.93818660
4.96996997     1.79602924     2.63206484     132584841.37951177
4.98498498     1.77891351     2.66225410     134510715.72516114
5.00000000     1.74124878     2.68836016     136238853.81228843
5.01501502     1.68807477     2.69937882     137208052.29206243
5.03003003     1.62917407     2.69041500     137161864.15493348
5.04504505     1.57401972     2.66212601     136124777.42080572
5.06006006     1.53008627     2.61931920     134334518.55084902
5.07507507     1.50055266     2.56956312     132173772.57445867
5.09009009     1.48348684     2.51909297     129961043.53945820
5.10510510     1.47559310     2.46981517     127794648.22678387
5.12012012     1.47584468     2.42143401     125659785.48054495
5.13513513     1.48561096     2.37407479     123563385.39712456
5.15015015     1.50783612     2.33122716     121688071.86816444
5.16516517     1.54117552     2.30065318     120442259.31482004
5.18018018     1.57777619     2.28698768     120074895.49358919
5.19519520     1.60954280     2.28853756     120504548.58305414
5.21021021     1.63199522     2.30052336     121485772.04446171
5.22522522     1.64343331     2.31897649     122813154.23183611
5.24024024     1.64159543     2.34005478     124285581.03139716
5.25525525     1.62561392     2.35684956     125536264.68399149
5.27027027     1.60068630     2.36233201     126187793.87810929
5.28528528     1.57472139     2.35663494     126242117.60851166
5.30030030     1.54948483     2.34316748     125877274.79521406
5.31531532     1.52545964     2.32045132     125010076.65116528
5.33033033     1.50783566     2.28805604     123613045.25952882
5.34534535     1.50025785     2.25029530     121915467.33055434
5.36036036     1.50279408     2.21105148     120125820.21421759
5.37537537     1.51506337     2.17274918     118375524.78858693
5.39039039     1.53673445     2.13749688     116780205.01693182
5.40540540     1.56793937     2.10755359     115465016.58152291
5.42042042     1.60827232     2.08736595     114676675.19427919
5.43543543     1.65278978     2.08205418     114701710.08112761
5.45045045     1.69284610     2.09156782     115544126.32644792
5.46546547     1.72291215     2.10930768     116845129.37643565
5.48048048     1.74451886     2.12865316     118240719.77073257
5.49549550     1.76104277     2.14815882     119651119.95453903
5.51051051     1.77280311     2.16806909     121090055.30944754
5.52552553     1.77931448     2.18579154     122412525.20873660
5.54054054     1.78426506     2.19795590     123428268.43679322
5.55555556     1.79344814     2.20591891     124211144.97645226
5.57057057     1.80987115     2.21463891     125039184.18705639
5.58558559     1.83305491     2.23003175     126247644.18229486
5.60060060     1.85873262     2.25656120     128092954.96817252
5.61561562     1.88207859     2.29533912     130643485.08881283
5.63063063     1.89848360     2.34755955     133972968.93642752
5.64564565     1.89942931     2.41224173     138031423.70015803
5.66066066     1.87703536     2.48021274     142298257.24921373
5.67567568     1.83257955     2.53802568     146001429.74763095
5.69069069     1.77567913     2.57781443     148682603.44197044
5.70570571     1.71584087     2.59954595     150331638.54014838
5.72072072     1.65930053     2.60617741     151111754.25459036
5.73573574     1.61066042     2.60219599     151276916.41596901
5.75075075     1.57105590     2.59451346     151225141.33718398
5.76576577     1.53593761     2.58756345     151213835.42911881
5.78078078     1.50125277     2.57957932     151139824.06331965
5.79579580     1.46742434     2.56796654     150850224.96331456
5.81081081     1.43595722     2.55212918     150308283.25898641
5.82582583     1.40846597     2.53190841     149502692.13484594
5.84084084     1.38747674     2.50843368     148498313.23812172
5.85585586     1.37416601     2.48515674     147498528.88046873
5.87087087     1.36702041     2.46495069     146674389.61484265
5.88588589     1.36446246     2.44913948     146106279.59179977
5.90090090     1.36473585     2.43945345     145899694.24941942
5.91591592     1.36418042     2.43675002     146108841.14525187
5.93093093     1.35896373     2.43862657     146592480.21267569
5.94594595     1.34859960     2.44064455     147085213.78614441
5.96096096     1.33580759     2.44058077     147452787.82355109
5.97597598     1.32234516     2.43909734     147734355.18533552
5.99099099     1.30849077     2.43635873     147939254.64038163
6.00600601     1.29551532     2.43247506     148073616.71311191
6.02102102     1.28406095     2.42965651     148271796.04444367
6.03603604     1.27157678     2.42979658     148650120.67680651
6.05105105     1.25445974     2.43119063     149105394.21489915
6.06606607     1.23205382     2.42892534     149336107.59000686
6.08108108     1.20890761     2.41949227     149124347.92700532
6.09609610     1.18994552     2.40532708     148617335.59649652
6.11111111     1.17485303     2.39036071     148056386.75120527
6.12612613     1.16191080     2.37451833     147436491.20699191
6.14114114     1.15271230     2.35729803     146726006.80479383
6.15615616     1.14838235     2.34143211     146094788.27651605
6.17117117     1.14712603     2.32913213     145681781.62602776
6.18618619     1.14719029     2.32084620     145516712.22593248
6.20120120     1.14690781     2.31718268     145639648.07394314
6.21621622     1.14312275     2.31760657     146018993.83836827
6.23123123     1.13378853     2.31816210     146406781.68390751
6.24624625     1.12160204     2.31474627     146543318.00405401
6.26126126     1.11103202     2.30793644     146463428.24124619
6.27627628     1.10319665     2.30111715     146380864.47901309
6.29129129     1.09638300     2.29616576     146415331.97927403
6.30630631     1.08886132     2.29290388     146556281.16350976
6.32132132     1.07999394     2.29051189     146751970.83712476
6.33633634     1.06931649     2.28869659     146983968.81460223
6.35135135     1.05572701     2.28619339     147171131.60151181
6.36636637     1.04009139     2.28033081     147140764.32998943
6.38138138     1.02570974     2.27072494     146866503.58260688
6.39639640     1.01387112     2.25997579     146515200.24123061
6.41141141     1.00325369     2.24921100     146159608.06706634
6.42642643     0.99348492     2.23783065     145760645.79274246
6.44144144     0.98529457     2.22590512     145322625.66576332
6.45645646     0.97873675     2.21444286     144911292.76182830
6.47147147     0.97297573     2.20371129     144544397.24557143
6.48648649     0.96779660     2.19327771     144193826.93962753
6.50150150     0.96347861     2.18293131     143845825.42041099
6.51651652     0.96062240     2.17294252     143518294.34018502
6.53153153     0.95930014     2.16421943     143271512.54431650
6.54654655     0.95929273     2.15733047     143143773.97295347
6.56156156     0.96042948     2.15374461     143233609.94599301
6.57657658     0.95996978     2.15519154     143657822.99821118
6.59159159     0.95384048     2.15961882     144281590.09922922
6.60660661     0.94160887     2.16213118     144778479.88353395
6.62162162     0.92671211     2.16005039     144967873.42028433
6.63663664     0.91198164     2.15446089     144920618.74702099
6.65165165     0.89748320     2.14658570     144717567.70820871
6.66666667     0.88335345     2.13591859     144323469.86903077
6.68168168     0.87089016     2.12239601     143732747.67309895
6.69669670     0.86111335     2.10680885     142997778.29171389
6.71171171     0.85461466     2.09018228     142187356.83809963
6.72672673     0.85161449     2.07357500     141373190.39153212
6.74174174     0.85228344     2.05814684     140634538.83668944
6.75675676     0.85618628     2.04556617     140086195.98720351
6.77177177     0.86187728     2.03705787     139813531.19974494
6.78678679     0.86764532     2.03306122     139848620.80851075
6.80180180     0.87176799     2.03347846     140186784.37170497
6.81681682     0.87227222     2.03774291     140790885.56783268
6.83183183     0.86698647     2.04384962     141523848.94861445
6.84684685     0.85550546     2.04807772     142128303.78328115
6.86186186     0.84021321     2.04747382     142397988.18379548
6.87687688     0.82425242     2.04145502     142290069.27645341
6.89189189     0.80991258     2.03100155     141870544.58899215
6.90690691     0.79835139     2.01736631     141225100.05588582
6.92192192     0.79078357     2.00165508     140429860.37094977
6.93693694     0.78818761     1.98652387     139670619.57835427
6.95195195     0.78857537     1.97504156     139163879.17649829
6.96696697     0.78839257     1.96704200     138899572.83702508
6.98198198     0.78641899     1.95983532     138688940.00134629
6.99699700     0.78445287     1.95184306     138420402.25820225
7.01201201     0.78405624     1.94461434     138203696.86801296
7.02702703     0.78385354     1.94010613     138178552.15314782
7.04204204     0.78127040     1.93797574     138321749.95180452
7.05705706     0.77463806     1.93584738     138464444.73338744
7.07207207     0.76455292     1.93016243     138351560.34156048
7.08708709     0.75477283     1.91865023     137818369.02762896
7.10210210     0.74982450     1.90290996     136977323.54373387
7.11711712     0.75150600     1.88742966     136150240.76169401
7.13213213     0.75779136     1.87632265     135634579.71134228
7.14714715     0.76494648     1.87058119     135504217.51378608
7.16216216     0.77079413     1.86886419     135664250.14297721
7.17717718     0.77474612     1.87026217     136050355.78250945
7.19219219     0.77584001     1.87454110     136646897.82335615
7.20720721     0.77248531     1.88063846     137377575.30885708
7.22222222     0.76383055     1.88627016     138076022.28967237
7.23723724     0.75031652     1.88890477     138556338.64082128
7.25225225     0.73371745     1.88615327     138641551.12467659
7.26726727     0.71737089     1.87704672     138257831.01935691
7.28228228     0.70426527     1.86306088     137511202.68108961
7.29729730     0.69552932     1.84650643     136570340.05072924
7.31231231     0.69136288     1.82919310     135568194.55434230
7.32732733     0.69152396     1.81313444     134653958.34147507
7.34234234     0.69419574     1.79990924     133945695.80998801
7.35735736     0.69735636     1.78889875     133398558.88865422
7.37237237     0.70099361     1.77852890     132895940.70632860
7.38738739     0.70667325     1.76873610     132433372.44676027
7.40240240     0.71512408     1.76144426     132155462.74891126
7.41741742     0.72515580     1.75887364     132230270.54671840
7.43243243     0.73381610     1.76220379     132748806.65857860
7.44744745     0.73764461     1.76995968     133602426.72021940
7.46246246     0.73530981     1.77879537     134540078.27451822
7.47747748     0.72758746     1.78583775     135344508.43814644
7.49249249     0.71622385     1.78934829     135882874.46572310
7.50750751     0.70310475     1.78874240     136109081.40426180
7.52252252     0.68967747     1.78412818     136029491.21899155
7.53753754     0.67703018     1.77549172     135641213.01894805
7.55255255     0.66719981     1.76289743     134947338.94935411
7.56756757     0.66248434     1.74879378     134133863.15070173
7.58258258     0.66186963     1.73708664     133500273.06762193
7.59759760     0.66151436     1.72849133     133102747.22527957
7.61261261     0.65998491     1.72010085     132718409.01828495
7.62762763     0.65943885     1.71055460     132242164.45889807
7.64264264     0.66125271     1.70152099     131802725.26687799
7.65765766     0.66451468     1.69457077     131522235.70092998
7.67267267     0.66793117     1.68977839     131407438.02748658
7.68768769     0.67100218     1.68677391     131430491.55918126
7.70270270     0.67335877     1.68564296     131598897.93842947
7.71771772     0.67396012     1.68633882     131909857.93610378
7.73273273     0.67174668     1.68755332     132261678.41735533
7.74774775     0.66738504     1.68750757     132514904.26269691
7.76276276     0.66234712     1.68617240     132666666.02941643
7.77777778     0.65660224     1.68431228     132776639.39289185
7.79279279     0.64944384     1.68135773     132799603.33127229
7.80780781     0.64150853     1.67586583     132620874.26787814
7.82282282     0.63484861     1.66770953     132229218.02708018
7.83783784     0.63049165     1.65864781     131763153.10298346
7.85285285     0.62750796     1.64985488     131315723.46921922
7.86786787     0.62534610     1.64076825     130842197.00658873
7.88288288     0.62502330     1.63138362     130342094.57387234
7.89789790     0.62670527     1.62332589     129945353.73848069
7.91291291     0.62884749     1.61729915     129709047.64150256
7.92792793     0.63062254     1.61254346     129573039.59725064
7.94294294     0.63209637     1.60874840     129512920.11457455
7.95795796     0.63302294     1.60604427     129539637.85742792
7.97297297     0.63262031     1.60429194     129642446.59064789
7.98798799     0.63024587     1.60219334     129716688.08942993
8.00300300     0.62713421     1.59831197     129645682.35256128
8.01801802     0.62493151     1.59346561     129495073.90483892
8.03303303     0.62309057     1.58900010     129373999.16194326
8.04804805     0.62052167     1.58436608     129237819.51714608
8.06306306     0.61765717     1.57837007     128988923.26960272
